image_id,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,class
001,0.5612398982048035,0.11554953455924988,0.568150520324707,0.09670513868331909,0.572357714176178,0.09664252400398254,0.5761384963989258,0.09617629647254944,0.5537053346633911,0.09696614742279053,0.5487425923347473,0.09691774845123291,0.544163167476654,0.09652847051620483,0.5822724103927612,0.10394799709320068,0.5379453301429749,0.10444828867912292,0.5700097680091858,0.1357249617576599,0.5518407225608826,0.13618111610412598,0.6267518997192383,0.21894535422325134,0.4969536364078522,0.21293917298316956,0.6455254554748535,0.3619592785835266,0.4500567317008972,0.3560645282268524,0.5798311829566956,0.3655763566493988,0.50237637758255,0.3411054015159607,0.5616289377212524,0.372181236743927,0.5213120579719543,0.3532624840736389,0.5611379742622375,0.3458416759967804,0.5294009447097778,0.32762837409973145,0.5644139647483826,0.3401804268360138,0.5241024494171143,0.31975609064102173,0.5736316442489624,0.4792385399341583,0.5042014122009277,0.4807779788970947,0.5363159775733948,0.3299681842327118,0.4896819591522217,0.6541255712509155,0.4537372887134552,0.5615160465240479,0.5211313962936401,0.866701602935791,0.4498729705810547,0.596564531326294,0.5361006855964661,0.8930217027664185,0.3839331269264221,0.6195763945579529,0.5030198097229004,0.9486556649208069,crossed_legs
002,0.4500538408756256,0.27786609530448914,0.46843424439430237,0.2640576958656311,0.4806808531284332,0.2634390592575073,0.49446725845336914,0.2631169259548187,0.44299623370170593,0.2652496099472046,0.4355255365371704,0.2654851973056793,0.42818108201026917,0.26582494378089905,0.5348855257034302,0.26937928795814514,0.43634042143821716,0.27284926176071167,0.4751034080982208,0.2941717505455017,0.44362086057662964,0.2951391041278839,0.6353904604911804,0.36230361461639404,0.3618272542953491,0.3416777551174164,0.5858700275421143,0.4579450488090515,0.32358691096305847,0.44216638803482056,0.4181836247444153,0.4494457244873047,0.39154312014579773,0.4642931818962097,0.3864952623844147,0.4492853879928589,0.40050390362739563,0.4772201180458069,0.3842054307460785,0.4349483251571655,0.41268739104270935,0.46483054757118225,0.3900785744190216,0.4326878786087036,0.41576674580574036,0.4615227282047272,0.5021608471870422,0.5264166593551636,0.3497430980205536,0.5093109011650085,0.4692310392856598,0.5676566958427429,0.25053706765174866,0.4159172475337982,0.37380072474479675,0.7666575312614441,0.586895227432251,0.5432974100112915,0.35861316323280334,0.7911690473556519,0.6183962225914001,0.5561010837554932,0.352666974067688,0.843716561794281,0.6967788934707642,0.586114227771759,crossed_legs
003,0.4061397314071655,0.247003436088562,0.4114718735218048,0.22749093174934387,0.4159056544303894,0.2264503836631775,0.4203486144542694,0.22543710470199585,0.3943508267402649,0.23020793497562408,0.3884943127632141,0.2315530776977539,0.3833366334438324,0.2334023416042328,0.42466500401496887,0.23051327466964722,0.3751037120819092,0.24230319261550903,0.41569381952285767,0.2676173448562622,0.39739835262298584,0.27080440521240234,0.4504428505897522,0.3391250669956207,0.3612169921398163,0.3670234978199005,0.4872015118598938,0.46943938732147217,0.4059446454048157,0.5102593302726746,0.5375964045524597,0.5042757391929626,0.5157411694526672,0.5281594395637512,0.5590296387672424,0.5290950536727905,0.5420441627502441,0.5456054210662842,0.5561292171478271,0.511361837387085,0.545248806476593,0.5177040696144104,0.5456504821777344,0.5027940273284912,0.5366071462631226,0.5101858377456665,0.4855700135231018,0.5563746094703674,0.4387882649898529,0.597306489944458,0.5839462876319885,0.5550968050956726,0.5496421456336975,0.6206855773925781,0.6367087960243225,0.7439497113227844,0.56727534532547,0.8674531579017639,0.6303998231887817,0.7836140394210815,0.5577380657196045,0.9028582572937012,0.7154488563537598,0.7894355654716492,0.6204325556755066,0.9397743940353394,crossed_legs
004,0.6488267779350281,0.14739707112312317,0.667485773563385,0.13222986459732056,0.6715200543403625,0.13392814993858337,0.6761445999145508,0.13589346408843994,0.6624096632003784,0.12874829769134521,0.6626600027084351,0.12818342447280884,0.6629815101623535,0.1274222731590271,0.7018712759017944,0.1582915484905243,0.6861024498939514,0.14612895250320435,0.653203010559082,0.17398524284362793,0.6466555595397949,0.1693481206893921,0.695909857749939,0.29703736305236816,0.6755243539810181,0.2667943835258484,0.6318987607955933,0.46639591455459595,0.6214309930801392,0.4193859398365021,0.4909290373325348,0.4695715308189392,0.5292052030563354,0.4682154655456543,0.4589029848575592,0.479335755109787,0.5011821389198303,0.47921836376190186,0.454172819852829,0.45822060108184814,0.49043479561805725,0.47317540645599365,0.463085800409317,0.4570282995700836,0.5035490989685059,0.47705549001693726,0.5732772350311279,0.5725985765457153,0.5584801435470581,0.5544847249984741,0.35725855827331543,0.4556286036968231,0.3474939465522766,0.5897940993309021,0.30916622281074524,0.5644624829292297,0.29719164967536926,0.8365591168403625,0.3173140287399292,0.58982253074646,0.30859342217445374,0.8848279714584351,0.2154625505208969,0.5399739146232605,0.18913614749908447,0.8805402517318726,crossed_legs
005,0.42179980874061584,0.1816236525774002,0.42414507269859314,0.1636318564414978,0.426959365606308,0.16406215727329254,0.42982643842697144,0.16465148329734802,0.4130746126174927,0.1628759354352951,0.407482773065567,0.16196632385253906,0.40056949853897095,0.16061446070671082,0.4243541657924652,0.17416611313819885,0.38091346621513367,0.17024105787277222,0.42426276206970215,0.20431789755821228,0.4102294445037842,0.20260021090507507,0.4399782419204712,0.28948667645454407,0.3444666266441345,0.2975965738296509,0.4907124936580658,0.4039917290210724,0.34799355268478394,0.4674590528011322,0.5431441068649292,0.4413607120513916,0.44484201073646545,0.46496638655662537,0.5726912617683411,0.467919260263443,0.4621617794036865,0.4894196391105652,0.5604249835014343,0.45273736119270325,0.47781136631965637,0.4658016860485077,0.5537958145141602,0.45576012134552,0.47579193115234375,0.4578879475593567,0.5072200298309326,0.5204670429229736,0.4560372233390808,0.5566688776016235,0.647216796875,0.5268610715866089,0.6183454990386963,0.47467246651649475,0.6721336841583252,0.8056046962738037,0.7277321815490723,0.697150707244873,0.6595434546470642,0.8540693521499634,0.7264996767044067,0.7821366786956787,0.7386940717697144,0.8813075423240662,0.825297474861145,0.7197902202606201,crossed_legs
006,0.5084218978881836,0.29124024510383606,0.5231265425682068,0.2754885256290436,0.5309585928916931,0.27560025453567505,0.5384839773178101,0.2759879231452942,0.4962459206581116,0.2732663154602051,0.4861472547054291,0.2719436287879944,0.4770658314228058,0.27084067463874817,0.5481393933296204,0.2797285318374634,0.4628260135650635,0.2753063142299652,0.5210302472114563,0.3093097507953644,0.48874935507774353,0.3072357177734375,0.6211143136024475,0.37634754180908203,0.37395763397216797,0.3637171983718872,0.7012625932693481,0.4540872871875763,0.30015408992767334,0.46613749861717224,0.6480013728141785,0.5224393606185913,0.33924323320388794,0.48953157663345337,0.6397852897644043,0.5454191565513611,0.35719019174575806,0.5073361992835999,0.6196542978286743,0.5382508635520935,0.3694383203983307,0.4968525469303131,0.6262566447257996,0.522962749004364,0.36710846424102783,0.4905411899089813,0.539146363735199,0.5737776756286621,0.4018288850784302,0.5735258460044861,0.5002967119216919,0.5311113595962524,0.4475073516368866,0.6505663990974426,0.31485047936439514,0.6584476232528687,0.4991008937358856,0.8518374562263489,0.3027629256248474,0.6907045245170593,0.5286483764648438,0.881558358669281,0.24494078755378723,0.7215202450752258,0.44641825556755066,0.9126795530319214,crossed_legs
007,0.5241231918334961,0.21281710267066956,0.544003963470459,0.1964341700077057,0.5522756576538086,0.19805902242660522,0.5595083236694336,0.19997051358222961,0.5171681642532349,0.19322556257247925,0.5095146894454956,0.19275778532028198,0.5036242008209229,0.19267034530639648,0.5747201442718506,0.21391521394252777,0.5011447668075562,0.20341211557388306,0.5389137268066406,0.2362155020236969,0.5071834325790405,0.23207837343215942,0.6046829223632812,0.32169264554977417,0.46464672684669495,0.3134610652923584,0.6383376121520996,0.4653080105781555,0.44420114159584045,0.4404062032699585,0.5244595408439636,0.4932270050048828,0.434767484664917,0.49013713002204895,0.48846620321273804,0.5070143938064575,0.42861467599868774,0.5079406499862671,0.4784281253814697,0.4927400052547455,0.43295347690582275,0.500714898109436,0.4879154562950134,0.4891629219055176,0.4424935579299927,0.49209675192832947,0.5506463050842285,0.5511468052864075,0.4655875563621521,0.538651704788208,0.36256495118141174,0.5429531931877136,0.38882821798324585,0.631693959236145,0.2738759517669678,0.7452999353408813,0.3973081707954407,0.8576127886772156,0.2862837314605713,0.7835819721221924,0.4221057891845703,0.8890647292137146,0.15982627868652344,0.8061511516571045,0.330068975687027,0.9308435916900635,crossed_legs
008,0.3581220507621765,0.20605194568634033,0.3618008494377136,0.18766677379608154,0.3648020327091217,0.1876506507396698,0.3675498366355896,0.18749526143074036,0.34504562616348267,0.18591389060020447,0.3362283408641815,0.18507930636405945,0.3257814347743988,0.18423840403556824,0.3551935851573944,0.19277268648147583,0.29893437027931213,0.19194138050079346,0.35786986351013184,0.22599588334560394,0.3408723771572113,0.22540371119976044,0.39149588346481323,0.2924111485481262,0.24523788690567017,0.30427706241607666,0.48133325576782227,0.38599056005477905,0.31338927149772644,0.4113800525665283,0.5132596492767334,0.3391771912574768,0.454514741897583,0.34324926137924194,0.5329030156135559,0.33440858125686646,0.49223577976226807,0.3407037854194641,0.5222569704055786,0.30979958176612854,0.4899441599845886,0.31486621499061584,0.5112786293029785,0.3086516857147217,0.47523054480552673,0.3150970935821533,0.42578697204589844,0.5140160322189331,0.35890987515449524,0.5362644195556641,0.6391582489013672,0.5436254143714905,0.49250927567481995,0.36887502670288086,0.6380865573883057,0.8019894361495972,0.6717090010643005,0.5055466294288635,0.6121954321861267,0.8546299338340759,0.6735995411872864,0.5343016982078552,0.7421784400939941,0.8769879341125488,0.7961412668228149,0.5071650743484497,crossed_legs
009,0.16885821521282196,0.3907894194126129,0.19317150115966797,0.37291496992111206,0.20615538954734802,0.3733801245689392,0.22174909710884094,0.374105840921402,0.1699756681919098,0.370803564786911,0.16447988152503967,0.37007248401641846,0.15901824831962585,0.36941561102867126,0.2714439034461975,0.38703757524490356,0.18455737829208374,0.3813343346118927,0.19378551840782166,0.4146885275840759,0.16567355394363403,0.4113657474517822,0.4183003306388855,0.492950439453125,0.10574276745319366,0.5024559497833252,0.4459913969039917,0.6616054773330688,5.893409252166748e-05,0.6287956833839417,0.333891898393631,0.7630717158317566,-0.004943326115608215,0.5421527028083801,0.3113710880279541,0.816804826259613,-0.012325510382652283,0.5274964570999146,0.2705846130847931,0.7883538007736206,0.012954428791999817,0.5151747465133667,0.271711140871048,0.7710582613945007,0.02943001687526703,0.5260616540908813,0.3557555079460144,0.7761495113372803,0.20217470824718475,0.7679312229156494,0.26891595125198364,0.8693525791168213,0.04925385117530823,0.6689207553863525,0.23745249211788177,1.06032133102417,0.4818732738494873,0.8898106217384338,0.2378949373960495,1.06815505027771,0.5399776697158813,0.9040839076042175,0.18344953656196594,1.179142713546753,0.5886351466178894,0.9680720567703247,crossed_legs
010,0.6864385604858398,0.16861370205879211,0.698775053024292,0.15228599309921265,0.7046540975570679,0.15548881888389587,0.7098639011383057,0.15824052691459656,0.6833228468894958,0.14358577132225037,0.6784873008728027,0.1416739523410797,0.6744673848152161,0.14069068431854248,0.7161370515823364,0.1734040081501007,0.6703646779060364,0.1496918797492981,0.6937851905822754,0.201485738158226,0.6748470067977905,0.19309192895889282,0.7293850183486938,0.2910287082195282,0.6359503865242004,0.27245786786079407,0.7859311103820801,0.3158629536628723,0.5939705967903137,0.3914062976837158,0.6959472298622131,0.2846325933933258,0.6520484685897827,0.3070455491542816,0.6804211139678955,0.29017069935798645,0.6681504845619202,0.29190871119499207,0.6736263632774353,0.28672176599502563,0.6750713586807251,0.27342256903648376,0.6772482991218567,0.2849218249320984,0.6712055206298828,0.28235116600990295,0.6478418707847595,0.5773520469665527,0.5971164703369141,0.5174300670623779,0.5083404779434204,0.5837963223457336,0.49443477392196655,0.4618605971336365,0.4366430640220642,0.8341258764266968,0.4227526783943176,0.6967359781265259,0.4427255392074585,0.8941611051559448,0.4284607768058777,0.750287652015686,0.3736996650695801,0.8443929553031921,0.3457283675670624,0.7168541550636292,crossed_legs
