nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,shoulder_midpoint_x,shoulder_midpoint_y,class
0.5612398982048035,0.11554953455924988,0.6267518997192383,0.21894535422325134,0.4969536364078522,0.21293917298316956,0.5736316442489624,0.4792385399341583,0.5042014122009277,0.4807779788970947,0.5363159775733948,0.3299681842327118,0.4896819591522217,0.6541255712509155,0.4537372887134552,0.5615160465240479,0.5211313962936401,0.866701602935791,0.5618527680635452,0.21594226360321045,crossed_legs
0.4500538408756256,0.27786609530448914,0.6353904604911804,0.36230361461639404,0.3618272542953491,0.3416777551174164,0.5021608471870422,0.5264166593551636,0.3497430980205536,0.5093109011650085,0.4692310392856598,0.5676566958427429,0.25053706765174866,0.4159172475337982,0.37380072474479675,0.7666575312614441,0.586895227432251,0.5432974100112915,0.49860885739326477,0.3519906848669052,crossed_legs
0.4061397314071655,0.247003436088562,0.4504428505897522,0.3391250669956207,0.3612169921398163,0.3670234978199005,0.4855700135231018,0.5563746094703674,0.4387882649898529,0.597306489944458,0.5839462876319885,0.5550968050956726,0.5496421456336975,0.6206855773925781,0.6367087960243225,0.7439497113227844,0.56727534532547,0.8674531579017639,0.40582992136478424,0.3530742824077606,crossed_legs
0.6488267779350281,0.14739707112312317,0.695909857749939,0.29703736305236816,0.6755243539810181,0.2667943835258484,0.5732772350311279,0.5725985765457153,0.5584801435470581,0.5544847249984741,0.35725855827331543,0.4556286036968231,0.3474939465522766,0.5897940993309021,0.30916622281074524,0.5644624829292297,0.29719164967536926,0.8365591168403625,0.6857171058654785,0.2819158732891083,crossed_legs
0.42179980874061584,0.1816236525774002,0.4399782419204712,0.28948667645454407,0.3444666266441345,0.2975965738296509,0.5072200298309326,0.5204670429229736,0.4560372233390808,0.5566688776016235,0.647216796875,0.5268610715866089,0.6183454990386963,0.47467246651649475,0.6721336841583252,0.8056046962738037,0.7277321815490723,0.697150707244873,0.39222243428230286,0.2935416251420975,crossed_legs
0.5084218978881836,0.29124024510383606,0.6211143136024475,0.37634754180908203,0.37395763397216797,0.3637171983718872,0.539146363735199,0.5737776756286621,0.4018288850784302,0.5735258460044861,0.5002967119216919,0.5311113595962524,0.4475073516368866,0.6505663990974426,0.31485047936439514,0.6584476232528687,0.4991008937358856,0.8518374562263489,0.49753597378730774,0.3700323700904846,crossed_legs
0.5241231918334961,0.21281710267066956,0.6046829223632812,0.32169264554977417,0.46464672684669495,0.3134610652923584,0.5506463050842285,0.5511468052864075,0.4655875563621521,0.538651704788208,0.36256495118141174,0.5429531931877136,0.38882821798324585,0.631693959236145,0.2738759517669678,0.7452999353408813,0.3973081707954407,0.8576127886772156,0.5346648246049881,0.3175768554210663,crossed_legs
0.3581220507621765,0.20605194568634033,0.39149588346481323,0.2924111485481262,0.24523788690567017,0.30427706241607666,0.42578697204589844,0.5140160322189331,0.35890987515449524,0.5362644195556641,0.6391582489013672,0.5436254143714905,0.49250927567481995,0.36887502670288086,0.6380865573883057,0.8019894361495972,0.6717090010643005,0.5055466294288635,0.3183668851852417,0.29834410548210144,crossed_legs
0.16885821521282196,0.3907894194126129,0.4183003306388855,0.492950439453125,0.10574276745319366,0.5024559497833252,0.3557555079460144,0.7761495113372803,0.20217470824718475,0.7679312229156494,0.26891595125198364,0.8693525791168213,0.04925385117530823,0.6689207553863525,0.23745249211788177,1.06032133102417,0.4818732738494873,0.8898106217384338,0.2620215490460396,0.4977031946182251,crossed_legs
0.6864385604858398,0.16861370205879211,0.7293850183486938,0.2910287082195282,0.6359503865242004,0.27245786786079407,0.6478418707847595,0.5773520469665527,0.5971164703369141,0.5174300670623779,0.5083404779434204,0.5837963223457336,0.49443477392196655,0.4618605971336365,0.4366430640220642,0.8341258764266968,0.4227526783943176,0.6967359781265259,0.6826677024364471,0.28174328804016113,crossed_legs
0.4717201888561249,0.1746002584695816,0.501481294631958,0.28873521089553833,0.3904888927936554,0.27727359533309937,0.4883703589439392,0.5037137269973755,0.4258839786052704,0.522074282169342,0.5492677688598633,0.5762807130813599,0.5404052734375,0.5035914778709412,0.577945351600647,0.83646559715271,0.6230587959289551,0.7199769616127014,0.4459850937128067,0.28300440311431885,crossed_legs
0.319588840007782,0.17747843265533447,0.33859983086586,0.27019479870796204,0.24121052026748657,0.2823135554790497,0.35142260789871216,0.5127097964286804,0.3066965937614441,0.5231528282165527,0.48323872685432434,0.5859419107437134,0.4728529751300812,0.46262356638908386,0.5104925036430359,0.8331449031829834,0.5908466577529907,0.6555314660072327,0.2899051755666733,0.27625417709350586,crossed_legs
0.5163718461990356,0.3685113191604614,0.5512769222259521,0.3979053199291229,0.38734546303749084,0.4104880690574646,0.5208268761634827,0.5428162217140198,0.4257446229457855,0.5536321997642517,0.605819582939148,0.5976876616477966,0.5997841358184814,0.5110548734664917,0.568516731262207,0.777554988861084,0.7362418174743652,0.6785916686058044,0.4693111926317215,0.40419669449329376,crossed_legs
0.4920661449432373,0.2283409684896469,0.47904831171035767,0.29508358240127563,0.36600029468536377,0.29650211334228516,0.47190457582473755,0.5044618844985962,0.41080808639526367,0.5116338133811951,0.6508969068527222,0.6069537997245789,0.7048056125640869,0.5464924573898315,0.5193068981170654,0.742672324180603,0.7392827272415161,0.7029175162315369,0.4225243031978607,0.2957928478717804,crossed_legs
0.8644200563430786,0.4203529357910156,0.7770143151283264,0.4887771010398865,0.7317724227905273,0.4815942347049713,0.6884157061576843,0.689692497253418,0.6466321349143982,0.6890053153038025,0.7959328293800354,0.810150146484375,0.8801263570785522,0.7257294058799744,0.6501993536949158,0.9302048683166504,0.794415295124054,0.880650520324707,0.7543933689594269,0.4851856678724289,crossed_legs
0.5022580027580261,0.15415123105049133,0.5573558807373047,0.24136683344841003,0.4376896321773529,0.27826642990112305,0.5504276752471924,0.4734768271446228,0.4721851646900177,0.5080656409263611,0.5622307658195496,0.5850955247879028,0.5523366332054138,0.4959504306316376,0.5678679347038269,0.8164518475532532,0.6444125771522522,0.7140020728111267,0.4975227564573288,0.25981663167476654,crossed_legs
0.23858791589736938,0.1887897253036499,0.29557275772094727,0.27167901396751404,0.16288527846336365,0.2871452271938324,0.3081094026565552,0.5402366518974304,0.23878490924835205,0.5641477704048157,0.4576031565666199,0.5837236642837524,0.3651619851589203,0.416742205619812,0.4838823676109314,0.8672325611114502,0.49645018577575684,0.5584450364112854,0.22922901809215546,0.2794121205806732,crossed_legs
0.7878992557525635,0.3982784152030945,0.8603833913803101,0.48394882678985596,0.8060850501060486,0.4674297273159027,0.7510337829589844,0.7072226405143738,0.7259484529495239,0.6635421514511108,0.5992250442504883,0.6350662112236023,0.5844522714614868,0.6124981045722961,0.5451456904411316,0.831579327583313,0.5303150415420532,0.8010776042938232,0.8332342207431793,0.47568927705287933,crossed_legs
0.40875518321990967,0.1663559377193451,0.5379451513290405,0.2980732023715973,0.23770210146903992,0.26251524686813354,0.45539426803588867,0.5515875816345215,0.28464341163635254,0.549371600151062,0.6017366647720337,0.6070035696029663,0.32387152314186096,0.47131049633026123,0.6096916794776917,0.8860188126564026,0.7055531144142151,0.5711313486099243,0.3878236263990402,0.2802942246198654,crossed_legs
0.5294227004051208,0.1564841866493225,0.6123003363609314,0.26345834136009216,0.41467931866645813,0.26991671323776245,0.5798977613449097,0.528628408908844,0.4682178795337677,0.5230309963226318,0.4717603325843811,0.47971442341804504,0.47773534059524536,0.5353440642356873,0.39025789499282837,0.754757821559906,0.4884573817253113,0.8306131362915039,0.5134898275136948,0.2666875272989273,crossed_legs
0.48296889662742615,0.2687823176383972,0.5586854815483093,0.4101645350456238,0.28853705525398254,0.3831128478050232,0.45020633935928345,0.611356258392334,0.2970634400844574,0.6021428108215332,0.42633163928985596,0.6697423458099365,0.3270307183265686,0.5321857333183289,0.42272835969924927,0.8772071599960327,0.5671480894088745,0.6705777645111084,0.42361126840114594,0.3966386914253235,crossed_legs
0.4902060925960541,0.15923583507537842,0.6586967706680298,0.27268752455711365,0.3283628225326538,0.2757219672203064,0.6120692491531372,0.550453782081604,0.4146822988986969,0.5521745085716248,0.5238098502159119,0.559278130531311,0.4991355240345001,0.6815449595451355,0.3427841067314148,0.7739250063896179,0.49884527921676636,0.8844688534736633,0.4935297966003418,0.27420474588871,crossed_legs
0.5686496496200562,0.27455031871795654,0.6928904056549072,0.3453279435634613,0.5032382607460022,0.3287942707538605,0.6625563502311707,0.5308789610862732,0.5599653720855713,0.523716390132904,0.4183877408504486,0.4805785119533539,0.4091150760650635,0.5761247277259827,0.23318034410476685,0.6611530780792236,0.32792600989341736,0.7814276814460754,0.5980643332004547,0.3370611071586609,crossed_legs
0.6598677039146423,0.14397525787353516,0.81663978099823,0.2532297968864441,0.5941428542137146,0.2422364205121994,0.7412603497505188,0.4856385290622711,0.6181042194366455,0.4777892231941223,0.47677916288375854,0.4667390286922455,0.456802636384964,0.5675578713417053,0.29876261949539185,0.6905990242958069,0.6033602952957153,0.7333570718765259,0.7053913176059723,0.24773310869932175,crossed_legs
0.17961224913597107,0.3124352991580963,0.42173781991004944,0.4249512255191803,0.1847914457321167,0.435819149017334,0.424582839012146,0.792756974697113,0.28409841656684875,0.7980862855911255,0.20837730169296265,0.6625474095344543,0.1840800642967224,0.8047807216644287,0.07340735197067261,0.980067789554596,0.1733650416135788,1.0465209484100342,0.30326463282108307,0.43038518726825714,crossed_legs
0.45872849225997925,0.30965521931648254,0.5662265419960022,0.3909406363964081,0.29983675479888916,0.40412768721580505,0.5251745581626892,0.5766120553016663,0.38798946142196655,0.5815654993057251,0.5470919609069824,0.563870370388031,0.4822703003883362,0.503824770450592,0.5057656764984131,0.8122852444648743,0.6508921384811401,0.6898514032363892,0.4330316483974457,0.39753416180610657,crossed_legs
0.5057655572891235,0.31193020939826965,0.5671685338020325,0.4042311906814575,0.4538912773132324,0.4061376452445984,0.538954496383667,0.604010820388794,0.48050835728645325,0.6017795205116272,0.544372022151947,0.6440058946609497,0.4423379898071289,0.5226105451583862,0.5413667559623718,0.8628847002983093,0.5586734414100647,0.6183192133903503,0.5105299055576324,0.40518441796302795,crossed_legs
0.3511424958705902,0.2437419444322586,0.4132740795612335,0.3418775200843811,0.1395953893661499,0.32209959626197815,0.3400495946407318,0.5615143179893494,0.194894939661026,0.5754349231719971,0.43244147300720215,0.5651439428329468,0.440496027469635,0.5365927815437317,0.36779892444610596,0.8605644702911377,0.5514124035835266,0.7867246270179749,0.2764347344636917,0.3319885581731796,crossed_legs
0.3771437108516693,0.2534888684749603,0.4027214050292969,0.3356354236602783,0.3021300137042999,0.34520477056503296,0.4161781072616577,0.5271964073181152,0.36531707644462585,0.5542371869087219,0.527547299861908,0.5383951663970947,0.5005027055740356,0.5042010545730591,0.5383713245391846,0.8021432757377625,0.5910428166389465,0.7101805210113525,0.3524257093667984,0.34042009711265564,crossed_legs
0.32053956389427185,0.2965739965438843,0.33372318744659424,0.3647885322570801,0.26395750045776367,0.3665561378002167,0.3366468548774719,0.5271764993667603,0.28801870346069336,0.543866753578186,0.3561707139015198,0.6141926050186157,0.35829898715019226,0.5395132303237915,0.3287307322025299,0.7981352210044861,0.39433497190475464,0.7451350092887878,0.29884034395217896,0.3656723350286484,crossed_legs
