class,image_id,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,shoulder_midpoint_x,shoulder_midpoint_y,shoulder_midpoint_z,shoulder_midpoint_visibility
crossed_legs,001,343.4788177013397,47.14421010017395,-0.25400111079216003,0.9999954700469971,383.5721626281738,89.32970452308655,0.024136938154697418,0.9998088479042053,304.13562548160553,86.87918257713318,0.026504548266530037,0.999914288520813,395.06157875061035,147.67938566207886,-0.07696450501680374,0.9835450053215027,275.4347198009491,145.2743275165558,-0.09055440872907639,0.9842669367790222,351.062566280365,195.5293242931366,-0.01506055612117052,0.9994704127311707,308.5712642669678,196.15741539001465,0.015435371547937393,0.9997166991233826,328.2253782749176,134.6270191669464,-0.4971063733100891,0.9987732768058777,299.68535900115967,266.88323307037354,-0.15270106494426727,0.9981871247291565,277.6872206926346,229.09854698181152,-0.45494577288627625,0.9964696168899536,318.93241453170776,353.61425399780273,-0.03911921754479408,0.9962050318717957,343.8538940548897,88.10444355010986,0.025320743210613728,0.9998088479042053
crossed_legs,002,208.0274920463562,187.79965138435364,-0.6530522108078003,0.9999538660049438,238.59446239471436,237.51995301246643,-0.36597418785095215,0.9999024868011475,163.01363611221313,229.04227352142334,-0.2928588092327118,0.99950110912323,234.66237258911133,303.0214583873749,-0.43951475620269775,0.9759997725486755,143.8509542942047,288.1710830926895,-0.3268006145954132,0.900183916091919,211.73867082595825,327.888977766037,-0.001423693262040615,0.9999573230743408,169.47268152236938,326.94620275497437,0.001182803069241345,0.9995779395103455,273.1512064933777,352.0959527492523,-0.4766806364059448,0.975430428981781,101.19581723213196,335.638956785202,-0.5308260917663574,0.8821044564247131,255.14639854431152,450.0756833553314,-0.5025808811187744,0.9531954526901245,190.98958325386047,350.46560311317444,-0.24012182652950287,0.21427206695079803,200.80404925346375,233.28111326694489,-0.32941649854183197,0.99950110912323
crossed_legs,003,320.475909948349,92.49435710906982,0.012673234567046165,0.9999997615814209,346.8517599105835,130.66510248184204,0.23006843030452728,0.9999994039535522,264.5393303632736,123.10792207717896,0.18427476286888123,0.9999910593032837,390.5895895957947,179.6380054950714,0.007786108646541834,0.9926275610923767,230.13123428821564,161.57083225250244,0.08611597865819931,0.8758770227432251,317.4257254600525,217.0141739845276,0.017245545983314514,0.9999966621398926,266.8735967874527,207.67936992645264,-0.016932588070631027,0.9999547004699707,345.90012073516846,233.64964485168457,-0.24162252247333527,0.98759925365448,270.0289657115936,165.1400020122528,-0.4190693795681,0.9735614061355591,311.67700481414795,338.1599178314209,-0.41059255599975586,0.955073356628418,340.56965732574463,231.46363735198975,-0.5378230214118958,0.7961980700492859,305.69554513692856,126.8865122795105,0.20717159658670425,0.9999910593032837
crossed_legs,004,198.49982857704163,73.9675726890564,-0.05931777134537697,0.9999691247940063,208.89333486557007,114.97309970855713,0.11718868464231491,0.9998249411582947,157.16861951351166,108.78630208969116,0.0190691277384758,0.9996067881584167,208.0017750263214,155.64586186408997,-0.05898652225732803,0.8587999939918518,178.58761417865753,153.6830027103424,-0.10299477726221085,0.8849194645881653,184.848140001297,200.43130445480347,0.024245988577604294,0.9998579025268555,149.07171607017517,196.9909873008728,-0.02387607842683792,0.999945878982544,175.08687114715576,245.9896559715271,-0.04776645824313164,0.9641497731208801,182.90263831615448,201.53472876548767,-0.4363689124584198,0.9958704113960266,164.0910211801529,317.03485107421875,0.057813458144664764,0.9762408137321472,210.91773855686188,285.97571897506714,-0.4380651116371155,0.9949764013290405,183.03097718954086,111.87970089912415,0.06812890619039536,0.9996067881584167
crossed_legs,006,211.92253732681274,91.65062606334686,-0.3449767529964447,0.9999845027923584,210.10544550418854,163.64540541172028,0.2580892741680145,0.9999390840530396,133.01706022024155,159.81296753883362,-0.33260124921798706,0.9999645948410034,239.19288110733032,243.7533209323883,0.20073555409908295,0.6497118473052979,161.44999194145203,276.3575048446655,-0.38894492387771606,0.9845181107521057,203.52225744724274,333.77139043807983,0.23909403383731842,0.9999454021453857,166.4166476726532,343.46331453323364,-0.23911261558532715,0.9997749924659729,321.5915894508362,367.4906716346741,0.15590563416481018,0.8888351321220398,321.4190855026245,306.4294924736023,-0.2840953469276428,0.9916199445724487,316.81208753585815,519.9455437660217,0.3032092750072479,0.9383128881454468,393.26084661483765,423.39713859558105,0.016628792509436607,0.9865017533302307,171.56125286221504,161.72918647527695,-0.03725598752498627,0.9999390840530396
crossed_legs,007,219.17069506645203,126.10379076004028,-0.015351073816418648,0.9999403953552246,239.5954806804657,178.95562291145325,0.33179667592048645,0.9998769760131836,150.08558678627014,186.21756219863892,-0.029368720948696136,0.999976634979248,294.5759525299072,236.22622275352478,0.12707553803920746,0.33977416157722473,191.79423415660858,251.76459217071533,-0.26232245564460754,0.9904794096946716,260.58162689208984,314.57781171798706,0.1565653681755066,0.9999822378158569,219.6528435945511,328.1938247680664,-0.15666745603084564,0.9998618364334106,391.1648483276367,332.6987535953522,-0.02383069135248661,0.9089687466621399,301.4156767129898,225.7515163421631,-0.3180020749568939,0.9809525609016418,390.50897312164307,490.81753492355347,-0.14817197620868683,0.96663898229599,411.08590865135193,309.3945372104645,-0.3600517809391022,0.9679594039916992,194.84053373336792,182.58659255504608,0.15121397748589516,0.9998769760131836
crossed_legs,008,202.20359480381012,87.65263259410858,-0.26305580139160156,0.9999991655349731,285.06376934051514,160.27751541137695,0.2522243857383728,0.9995114803314209,154.82599258422852,166.18343818187714,0.18348069489002228,0.9999842643737793,314.02088618278503,250.29824781417847,0.03335839509963989,0.9125178456306458,121.52591919898987,249.36577785015106,-0.05834752321243286,0.9665892720222473,264.8393268585205,301.0866447687149,0.03822963312268257,0.9976728558540344,193.87901651859283,314.51579904556274,-0.03725258260965347,0.9994856119155884,287.7318150997162,260.2185609340668,-0.9559710621833801,0.996211051940918,186.71901845932007,354.47005319595337,-0.899578869342804,0.9994029998779297,151.322340965271,336.710645198822,-1.173637866973877,0.9714992046356201,219.215425491333,518.8464238643646,-1.0362130403518677,0.9927902221679688,219.94488096237183,163.23047679662704,0.21785254031419754,0.9995114803314209
crossed_legs,009,309.5285210609436,127.26752543449402,-0.2733011543750763,0.9999996423721313,347.1071426868439,164.92632579803467,-0.06675446033477783,0.999994158744812,277.78146171569824,165.70415925979614,-0.052584223449230194,0.9999886751174927,362.2496888637543,217.1284475326538,-0.19489003717899323,0.9905465841293335,255.42957758903503,212.59634256362915,-0.17214226722717285,0.9980377554893494,329.8401517868042,246.43641471862793,-0.014243333600461483,0.99998939037323,294.0711146593094,245.5260443687439,0.01471005566418171,0.9999520778656006,333.1556775569916,262.7544050216675,-0.37706875801086426,0.9961712956428528,270.7108497619629,213.22510242462158,-0.3327687084674835,0.9938271641731262,331.31645464897156,352.0569577217102,-0.3280944228172302,0.9783074855804443,341.9081461429596,252.27423906326294,-0.2679615616798401,0.9899002909660339,312.44430220127106,165.3152425289154,-0.05966934189200401,0.9999886751174927
crossed_legs,010,316.6442198753357,85.04516386985779,-0.2257707417011261,0.9999042749404907,355.5525755882263,121.36074542999268,0.08542745560407639,0.9986348748207092,284.4642573595047,135.0994098186493,0.010676528327167034,0.999396562576294,353.8882648944855,170.97647666931152,0.04867026209831238,0.3149522840976715,282.04120337963104,195.14531993865967,-0.09445744007825851,0.9156588315963745,339.020872592926,224.1183943748474,0.034844979643821716,0.9996601343154907,299.7817157506943,231.29685974121094,-0.03434322401881218,0.9989181756973267,382.7617664337158,211.14767789840698,-0.43226128816604614,0.9600255489349365,344.22632575035095,218.87513780593872,-0.3998609483242035,0.947903573513031,360.29844188690186,324.9529938697815,-0.5095245838165283,0.9029654860496521,373.5765953063965,303.7266640663147,-0.36051496863365173,0.7431865334510803,320.0084164738655,128.23007762432098,0.04805199196562171,0.9986348748207092
crossed_legs,011,196.17021310329437,121.00219058990479,-0.048779167234897614,0.9999946355819702,204.23859071731567,148.83372116088867,0.193705752491951,0.9999910593032837,161.54199028015137,149.5549042224884,0.028804972767829895,0.9999828338623047,219.65769517421722,189.26413536071777,0.10984709113836288,0.7489868402481079,177.04776656627655,195.46423530578613,-0.059629470109939575,0.9686541557312012,206.02787518501282,215.08801174163818,0.06020456925034523,0.9999438524246216,176.26744651794434,221.8976354598999,-0.05987130478024483,0.9998495578765869,217.9764769077301,250.59058284759521,-0.20321890711784363,0.9785978198051453,219.27898013591766,220.12139797210693,-0.3623865842819214,0.9947116374969482,201.1832081079483,325.6391701698303,-0.2179548293352127,0.9890397787094116,241.33300280570984,304.01508378982544,-0.37839561700820923,0.9894077777862549,182.89029049873352,149.19431269168854,0.11125536262989044,0.9999828338623047
